,Number_of_commune,Name_of_commune,Residents,Population_change_%,Population_density_sqkm,N_markets,N_markets_per_1k_residents,N_big_markets,N_big_markets_per_1k_residents
535,1065,Root,5126.0,12.6098418278,592.6011560694,4,0.7803355442840422,2,0.3901677721420211
536,1066,Schwarzenberg,1726.0,6.0196560197,43.9185750636,17,9.84936268829664,0,0.0
537,1067,Udligenswil,2294.0,4.701049749,368.8102893891,2,0.8718395815170009,0,0.0
538,1068,Vitznau,1402.0,12.3397435897,157.1748878924,1,0.7132667617689016,0,0.0
539,1069,Weggis,4317.0,2.1533364884,366.1577608142,4,0.9265693768820941,2,0.46328468844104703
540,1081,Beromünster,6624.0,13.250128227,157.2276287681,8,1.2077294685990339,2,0.30193236714975846
541,1082,Büron,2559.0,16.6894664843,476.5363128492,2,0.7815552950371238,1,0.3907776475185619
542,1083,Buttisholz,3333.0,6.656,199.4614003591,4,1.2001200120012,0,0.0
543,1084,Eich,1630.0,-2.2195560888,274.4107744108,38,23.312883435582823,3,1.8404907975460123
544,1085,Geuensee,2874.0,19.4513715711,444.2040185471,5,1.7397355601948503,0,0.0
545,1086,Grosswangen,3249.0,10.4350781781,164.923857868,3,0.9233610341643582,0,0.0
546,1088,Hildisrieden,2343.0,22.8631358154,332.8125,5,2.1340162185232607,0,0.0
547,1089,Knutwil,2275.0,15.2482269504,233.5728952772,1,0.43956043956043955,0,0.0
548,1091,Mauensee,1460.0,26.6261925412,202.216066482,1,0.684931506849315,0,0.0
549,1093,Neuenkirch,7163.0,17.0807453416,281.1224489796,8,1.1168504816417701,3,0.41881893061566383
550,1094,Nottwil,3965.0,17.6907094093,383.8334946757,6,1.5132408575031526,1,0.25220680958385877
551,1095,Oberkirch,4794.0,30.0244100895,526.8131868132,24,5.006257822277847,1,0.20859407592824364
552,1097,Rickenbach (LU),3398.0,12.1082151105,286.7510548523,0,0.0,0,0.0
553,1098,Ruswil,7046.0,6.9033530572,155.7127071823,4,0.5676979846721544,2,0.2838489923360772
554,1099,Schenkon,3024.0,18.541748334,448.6646884273,4,1.3227513227513228,3,0.9920634920634921
555,1100,Schlierbach,921.0,32.5179856115,128.4518828452,9,9.77198697068404,0,0.0
556,1102,Sempach,4208.0,4.4427897741,472.278338945,13,3.0893536121673004,4,0.9505703422053232
557,1103,Sursee,10195.0,14.0252768147,1748.7135506003,18,1.765571358509073,6,0.588523786169691
558,1104,Triengen,4640.0,5.550500455,210.0497962879,8,1.7241379310344827,1,0.21551724137931033
559,1107,Wolhusen,4308.0,1.6517225106,301.4695591323,12,2.785515320334262,4,0.9285051067780873
560,1121,Alberswil,659.0,14.6086956522,186.1581920904,3,4.552352048558422,0,0.0
561,1122,Altbüron,1012.0,10.480349345,149.9259259259,3,2.964426877470356,0,0.0
562,1123,Altishofen,1959.0,8.1125827815,136.8016759777,4,2.041858090862685,0,0.0
563,1125,Dagmersellen,5608.0,12.7689523427,234.9392542941,8,1.4265335235378032,2,0.3566333808844508
564,1127,Egolzwil,1514.0,16.7309175019,362.2009569378,2,1.321003963011889,1,0.6605019815059445
565,1128,Ettiswil,2730.0,13.3250311333,217.0111287758,10,3.663003663003663,4,1.465201465201465
566,1129,Fischbach,700.0,-3.9780521262,86.9565217391,15,21.428571428571427,1,1.4285714285714286
567,1131,Grossdietwil,854.0,2.1531100478,83.7254901961,1,1.17096018735363,0,0.0
568,1132,Hergiswil bei Willisau,1905.0,4.7278724574,60.7849393746,8,4.199475065616798,0,0.0
569,1135,Luthern,1238.0,-9.2375366569,32.7860169492,8,6.462035541195476,0,0.0
570,1136,Menznau,2888.0,1.3689013689,95.1878707976,8,2.770083102493075,1,0.3462603878116344
571,1137,Nebikon,2695.0,15.864144454,722.5201072386,3,1.1131725417439704,0,0.0
572,1139,Pfaffnau,2665.0,21.0813266697,150.7352941176,4,1.5009380863039399,0,0.0
573,1140,Reiden,7186.0,10.4518905626,265.8527561968,10,1.3915947676036737,4,0.5566379070414695
574,1142,Roggliswil,698.0,10.7936507937,112.3993558776,4,5.730659025787966,0,0.0
575,1143,Schötz,4530.0,20.191032104,296.6601178782,8,1.7660044150110374,2,0.44150110375275936
576,1145,Ufhusen,888.0,4.7169811321,72.7272727273,2,2.2522522522522523,0,0.0
577,1146,Wauwil,2261.0,30.5427251732,763.8513513514,5,2.21141088014153,1,0.44228217602830605
578,1147,Wikon,1520.0,11.3553113553,183.5748792271,3,1.9736842105263157,0,0.0
579,1150,Zell (LU),2097.0,6.7175572519,150.754852624,0,0.0,0,0.0
580,1151,Willisau,8970.0,8.6877499091,189.9618805591,27,3.0100334448160537,5,0.5574136008918618
581,1201,Altdorf (UR),9537.0,7.628935786,934.0842311459,0,0.0,0,0.0
582,1202,Andermatt,1433.0,9.8926380368,23.0163829104,4,2.7913468248429867,1,0.6978367062107467
583,1203,Attinghausen,1750.0,10.829639012,37.3213904884,3,1.7142857142857142,0,0.0
584,1205,Bürglen (UR),3995.0,0.6804435484,75.2921221259,0,0.0,0,0.0
585,1206,Erstfeld,3845.0,2.6428190069,65.0702318497,7,1.8205461638491547,2,0.5201560468140443
586,1207,Flüelen,1961.0,0.5641025641,158.4006462036,3,1.5298317185109638,1,0.5099439061703213
587,1208,Göschenen,431.0,5.1219512195,4.1382621219,4,9.280742459396752,2,4.640371229698376
588,1209,Gurtnellen,528.0,-10.6598984772,6.3377745769,0,0.0,0,0.0
589,1210,Hospental,180.0,1.6949152542,5.1194539249,0,0.0,0,0.0
590,1211,Isenthal,474.0,-9.5419847328,7.774315237,2,4.219409282700422,0,0.0
591,1212,Realp,150.0,4.1666666667,1.9260400616,1,6.666666666666667,0,0.0
592,1213,Schattdorf,5413.0,9.7303871883,331.4758113901,6,1.1084426380934786,3,0.5542213190467393
593,1214,Seedorf (UR),2051.0,6.4901349948,106.3796680498,0,0.0,0,0.0
594,1215,Seelisberg,678.0,2.416918429,51.0158013544,2,2.949852507374631,0,0.0
595,1216,Silenen,1957.0,-12.6339285714,13.5170603675,1,0.510986203372509,0,0.0
596,1217,Sisikon,383.0,-2.5445292621,23.2685297691,1,2.6109660574412534,0,0.0
597,1218,Spiringen,830.0,-5.574516496,12.8324056895,1,1.2048192771084338,0,0.0
598,1219,Unterschächen,702.0,0.1426533524,8.7443946188,2,2.849002849002849,0,0.0
599,1220,Wassen,405.0,-6.6820276498,4.1804293972,2,4.938271604938271,0,0.0
600,1301,Einsiedeln,16106.0,11.9638512339,162.8019811988,20,1.2417732522041476,6,0.37253197566124424
601,1311,Gersau,2326.0,11.0792741165,162.0905923345,5,2.1496130696474633,0,0.0
602,1321,Feusisberg,5350.0,12.0888330191,305.7142857143,3,0.5607476635514018,1,0.18691588785046728
603,1322,Freienbach,16506.0,5.4898702627,1196.0869565217,7,0.42408821034775235,1,0.060584030049678904
604,1323,Wollerau,7299.0,5.5378831695,1158.5714285714,11,1.5070557610631594,2,0.2740101383751199
605,1331,Küssnacht (SZ),13300.0,8.8023560209,452.8430371127,0,0.0,0,0.0
606,1341,Altendorf,7059.0,16.9483101392,345.8598726115,14,1.9832837512395523,2,0.2833262501770789
607,1342,Galgenen,5227.0,12.3602751505,393.8960060286,4,0.7652573177731012,0,0.0
608,1343,Innerthal,177.0,-11.0552763819,3.5301156761,0,0.0,0,0.0
609,1344,Lachen,8883.0,13.1592356688,3655.5555555556,7,0.7880220646178093,2,0.2251491613193741
610,1345,Reichenburg,3825.0,22.0485003191,331.1688311688,3,0.7843137254901961,2,0.5228758169934641
611,1346,Schübelbach,9190.0,8.6673761381,316.7873147191,7,0.7616974972796517,2,0.2176278563656148
612,1347,Tuggen,3293.0,10.5033557047,243.9259259259,5,1.5183723048891589,0,0.0
613,1348,Vorderthal,992.0,-3.2195121951,35.4665713264,3,3.024193548387097,0,0.0
614,1349,Wangen (SZ),5150.0,10.752688172,608.7470449173,0,0.0,0,0.0
615,1361,Alpthal,621.0,10.3019538188,27.1416083916,0,0.0,0,0.0
616,1362,Arth,12154.0,13.5994018133,289.2432175155,3,0.24683231857824584,1,0.08227743952608195
617,1363,Illgau,797.0,1.0139416984,72.7189781022,1,1.2547051442910917,0,0.0
618,1364,Ingenbohl,8952.0,6.4320532636,668.0597014925,3,0.3351206434316354,2,0.22341376228775692
619,1365,Lauerz,1114.0,5.5924170616,121.2187159956,2,1.7953321364452424,0,0.0
620,1366,Morschach,1148.0,11.1326234269,55.0863723608,1,0.8710801393728222,0,0.0
621,1367,Muotathal,3486.0,-2.1061499579,20.2509585221,6,1.721170395869191,0,0.0
622,1368,Oberiberg,870.0,7.1428571429,26.2285197468,5,5.747126436781609,0,0.0
623,1369,Riemenstalden,86.0,-1.1494252874,7.6785714286,0,0.0,0,0.0
624,1370,Rothenthurm,2460.0,14.7923471769,108.1318681319,4,1.6260162601626016,0,0.0
625,1371,Sattel,1925.0,8.0853453116,110.6958021852,3,1.5584415584415585,0,0.0
626,1372,Schwyz,15239.0,5.657630174,286.5550959007,11,0.7218321412166152,3,0.19686331124089507
627,1373,Steinen,3608.0,13.3878064111,304.4725738397,14,3.8802660753880267,1,0.2771618625277162
628,1374,Steinerberg,939.0,8.6805555556,135.6936416185,2,2.1299254526091587,0,0.0
629,1375,Unteriberg,2398.0,4.0347071584,51.647641611,6,2.5020850708924103,0,0.0
630,1401,Alpnach,6053.0,8.7104885057,112.5511342507,4,0.6608293408227325,3,0.4956220056170494
631,1402,Engelberg,4186.0,7.2508326928,55.9102444237,18,4.300047778308648,2,0.47778308647873863
632,1403,Giswil,3657.0,1.2178245226,42.5678035153,7,1.914137270987148,1,0.27344818156959255
633,1404,Kerns,6295.0,12.4107142857,67.9952473536,6,0.9531374106433678,2,0.3177124702144559
634,1405,Lungern,2111.0,1.4903846154,45.4271573058,7,3.3159639981051634,0,0.0
635,1406,Sachseln,5170.0,6.5979381443,95.9361662646,4,0.7736943907156673,0,0.0
636,1407,Sarnen,10458.0,4.8841640758,143.0251641138,17,1.6255498183209027,4,0.38248231019315354
637,1501,Beckenried,3697.0,11.4897466828,152.4536082474,4,1.0819583446037329,0,0.0
638,1502,Buochs,5285.0,-0.6205340354,530.6224899598,5,0.9460737937559129,3,0.5676442762535477
639,1503,Dallenwil,1832.0,2.2892238973,118.4227537169,3,1.6375545851528384,0,0.0
640,1504,Emmetten,1440.0,15.569823435,57.7849117175,2,1.3888888888888888,0,0.0
641,1505,Ennetbürgen,4779.0,10.2930994692,512.7682403433,2,0.4184975936388366,0,0.0
642,1506,Ennetmoos,2199.0,5.7211538462,156.289978678,2,0.9095043201455207,0,0.0
643,1507,Hergiswil (NW),5776.0,5.6327724945,403.9160839161,0,0.0,0,0.0
644,1508,Oberdorf (NW),3114.0,1.7314603071,192.2222222222,0,0.0,0,0.0
645,1509,Stans,8254.0,3.6804421555,744.9458483755,20,2.4230676035861403,7,0.848073661255149
646,1510,Stansstad,4624.0,4.0269966254,509.8125689085,4,0.8650519031141869,1,0.21626297577854672
647,1511,Wolfenschiessen,2087.0,4.0897755611,22.5134843581,7,3.3540967896502156,0,0.0
648,1630,Glarus Nord,18626.0,12.0832831869,126.7161031363,0,0.0,0,0.0
649,1631,Glarus Süd,9453.0,-3.7372708758,21.9821872893,1,0.10578652279699566,0,0.0
650,1632,Glarus,12511.0,2.8019720624,120.669367284,16,1.2788745903604828,4,0.3197186475901207
651,1701,Baar,24617.0,12.989397347,990.6237424547,26,1.0561806881423406,9,0.3656010074338871
652,1702,Cham,16893.0,14.0802269044,952.7918781726,106,6.274788373882673,26,1.5390990351032972
653,1703,Hünenberg,8784.0,2.3656916443,477.1319934818,13,1.4799635701275045,3,0.34153005464480873
654,1704,Menzingen,4551.0,3.4083162918,165.4307524537,3,0.6591957811470006,1,0.21973192704900021
655,1705,Neuheim,2237.0,15.3687467767,282.0933165195,2,0.894054537326777,0,0.0
656,1706,Oberägeri,6244.0,14.5477893964,207.8561917443,5,0.8007687379884689,1,0.1601537475976938
657,1707,Risch,10990.0,20.9686296092,739.5693135935,5,0.4549590536851683,0,0.0
658,1708,Steinhausen,10129.0,11.4178858211,2009.7222222222,15,1.4808964359759107,4,0.39490571626024285
659,1709,Unterägeri,8868.0,9.9157164105,346.1358313817,12,1.3531799729364005,2,0.2255299954894001
660,1710,Walchwil,3711.0,4.0370058873,274.0768094535,2,0.5389382915656158,0,0.0
661,1711,Zug,30618.0,16.2988566871,1415.5339805825,47,1.535044744921288,21,0.6858710562414266
662,2008,Châtillon (FR),484.0,38.2857142857,372.3076923077,0,0.0,0,0.0
663,2011,Cugy (FR),1767.0,24.7000705716,178.8461538462,0,0.0,0,0.0
664,2016,Fétigny,1068.0,27.9041916168,260.487804878,3,2.808988764044944,0,0.0
665,2022,Gletterens,1097.0,39.0367553866,425.1937984496,2,1.8231540565177757,0,0.0
666,2025,Lully (FR),1178.0,23.4800838574,214.1818181818,0,0.0,0,0.0
667,2027,Ménières,437.0,35.2941176471,99.7716894977,0,0.0,0,0.0
668,2029,Montagny (FR),2677.0,30.9686888454,152.6225769669,0,0.0,0,0.0
669,2035,Nuvilly,446.0,20.2156334232,112.0603015075,0,0.0,0,0.0
670,2038,Prévondavaux,72.0,14.2857142857,39.5604395604,0,0.0,0,0.0
671,2041,Saint-Aubin (FR),1835.0,31.9194823868,232.5728770596,0,0.0,0,0.0
672,2043,Sévaz,304.0,21.6,121.6,1,3.289473684210526,0,0.0
673,2044,Surpierre,1115.0,13.7755102041,75.3378378378,1,0.8968609865470852,0,0.0
674,2045,Vallon,455.0,37.0481927711,129.6296296296,20,43.956043956043956,1,2.197802197802198
675,2050,Les Montets,1520.0,20.7307386815,147.859922179,0,0.0,0,0.0
676,2051,Delley-Portalban,1173.0,29.7566371681,169.7539797395,3,2.557544757033248,0,0.0
677,2053,Belmont-Broye,5559.0,29.3693274377,215.5486622722,0,0.0,0,0.0
678,2054,Estavayer,9762.0,19.7791411043,243.3200398804,18,1.8438844499078058,3,0.3073140749846343
679,2055,Cheyres-Châbles,2317.0,27.5881057269,238.1294964029,0,0.0,0,0.0
680,2061,Auboranges,282.0,6.4150943396,146.1139896373,2,7.092198581560283,1,3.5460992907801416
681,2063,Billens-Hennens,786.0,18.7311178248,160.736196319,2,2.544529262086514,0,0.0
682,2066,Chapelle (Glâne),302.0,21.2851405622,149.5049504951,0,0.0,0,0.0
683,2067,Le Châtelard,364.0,4.0,48.5981308411,2,5.4945054945054945,0,0.0
684,2068,Châtonnaye,830.0,12.4661246612,131.5372424723,3,3.6144578313253013,0,0.0
685,2072,Ecublens (FR),335.0,19.6428571429,68.6475409836,0,0.0,0,0.0
686,2079,Grangettes,222.0,26.1363636364,67.0694864048,3,13.513513513513514,0,0.0
687,2086,Massonnens,533.0,20.8616780045,124.2424242424,2,3.75234521575985,0,0.0
688,2087,Mézières (FR),1044.0,4.7141424273,116.9092945129,0,0.0,0,0.0
689,2089,Montet (Glâne),394.0,8.8397790055,179.0909090909,3,7.614213197969543,0,0.0
690,2096,Romont (FR),5366.0,16.9572798605,492.7456382002,0,0.0,0,0.0
691,2097,Rue,1524.0,25.5354200988,136.0714285714,1126,738.8451443569554,197,129.26509186351706
692,2099,Siviriez,2281.0,9.8747591522,112.4753451677,3,1.31521262604121,0,0.0
693,2102,Ursy,3271.0,35.221165771,219.0890823845,10,3.0571690614490983,0,0.0
694,2113,Vuisternens-devant-Romont,2330.0,19.1815856777,97.0428987922,4,1.7167381974248928,0,0.0
695,2114,Villorsonnens,1498.0,18.8888888889,96.7700258398,1,0.6675567423230975,0,0.0
696,2115,Torny,973.0,20.5700123916,95.6735496559,0,0.0,0,0.0
697,2117,Villaz,2303.0,23.2209737828,149.1580310881,5,2.1710811984368217,0,0.0
698,2121,Haut-Intyamon,1559.0,10.1766784452,25.8669321387,1,0.6414368184733804,0,0.0
699,2122,Pont-en-Ogoz,1920.0,19.9250468457,188.9763779528,0,0.0,0,0.0
700,2123,Botterens,616.0,27.5362318841,144.262295082,2,3.2467532467532467,0,0.0
701,2124,Broc,2627.0,14.4163763066,261.9142572283,6,2.2839741149600306,1,0.3806623524933384
702,2125,Bulle,23871.0,25.9882831055,1000.461022632,29,1.2148632231578065,12,0.5027020233756441
703,2128,Châtel-sur-Montsalvens,295.0,19.918699187,145.3201970443,0,0.0,0,0.0
704,2129,Corbières,908.0,32.1688500728,94.2886812046,19,20.92511013215859,0,0.0
705,2130,Crésuz,398.0,34.9152542373,222.3463687151,0,0.0,0,0.0
706,2131,Echarlens,829.0,15.782122905,178.2795698925,2,2.4125452352231602,0,0.0
707,2134,Grandvillard,847.0,21.0,34.8273026316,2,2.3612750885478158,0,0.0
708,2135,Gruyères,2212.0,23.6444941308,77.7777777778,3,1.3562386980108498,0,0.0
709,2137,Hauteville,681.0,20.9591474245,64.5497630332,11,16.152716593245227,0,0.0
710,2138,Jaun,643.0,-6.2682215743,11.6464408622,1,1.5552099533437014,0,0.0
711,2140,Marsens,1959.0,22.9755178908,249.5541401274,2,1.0209290454313424,0,0.0
712,2143,Morlon,638.0,8.1355932203,242.5855513308,0,0.0,0,0.0
713,2145,Le Pâquier (FR),1336.0,22.1206581353,297.5501113586,0,0.0,0,0.0
714,2147,Pont-la-Ville,595.0,4.3859649123,136.4678899083,0,0.0,0,0.0
715,2148,Riaz,2791.0,29.6330701347,359.6649484536,6,2.149767108563239,2,0.7165890361877463
716,2149,La Roche,1744.0,25.017921147,72.4854530341,16,9.174311926605505,2,1.146788990825688
717,2152,Sâles,1441.0,3.5201149425,76.5674814028,0,0.0,0,0.0
718,2153,Sorens,1119.0,21.4983713355,128.4730195178,6,5.361930294906166,0,0.0
719,2155,Vaulruz,1071.0,6.4612326044,106.0396039604,3,2.8011204481792715,0,0.0
720,2160,Vuadens,2435.0,22.8557013118,233.014354067,3,1.2320328542094456,1,0.4106776180698152
721,2162,Bas-Intyamon,1549.0,39.0484739677,46.4607078584,0,0.0,0,0.0
722,2163,Val-de-Charmey,2538.0,16.3686382393,22.6465601856,4,1.5760441292356187,1,0.39401103230890466
723,2173,Autigny,796.0,15.5297532656,127.9742765273,3,3.7688442211055277,0,0.0
724,2174,Avry,1925.0,12.9032258065,330.1886792453,10,5.194805194805195,4,2.0779220779220777
725,2175,Belfaux,3280.0,17.3524150268,369.3693693694,7,2.1341463414634148,2,0.6097560975609756
726,2177,Chénens,842.0,27.9635258359,213.7055837563,6,7.1258907363420425,1,1.187648456057007
727,2183,Corminboeuf,2717.0,20.9167779261,375.7952973721,2,0.736105999263894,0,0.0
728,2186,Cottens (FR),1504.0,13.6810279667,302.615694165,0,0.0,0,0.0
729,2194,Ferpicloz,266.0,1.9157088123,260.7843137255,0,0.0,0,0.0
730,2196,Fribourg,38197.0,9.4564002636,4116.0560344828,44,1.1519229258842318,15,0.39270099746053355
731,2197,Givisiez,3177.0,5.5481727575,918.2080924855,8,2.5180988353792886,4,1.2590494176896443
732,2198,Granges-Paccot,3773.0,44.6702453988,945.6140350877,15,3.97561622051418,6,1.590246488205672
733,2200,Grolley,1972.0,16.3421828909,369.2883895131,4,2.028397565922921,0,0.0
734,2206,Marly,8138.0,7.3756432247,1054.1450777202,24,2.9491275497665272,4,0.4915212582944212
735,2208,Matran,1543.0,-0.5798969072,530.2405498282,17,11.01749837977965,6,3.8885288399222295
736,2211,Neyruz (FR),2664.0,25.305738476,481.7359855335,0,0.0,0,0.0
737,2216,Pierrafortscha,160.0,9.5890410959,31.6205533597,1,6.25,0,0.0
738,2217,Ponthaux,750.0,16.6407465008,126.9035532995,1,1.3333333333333333,0,0.0
739,2220,Le Mouret,3135.0,7.3997944502,168.911637931,7,2.2328548644338118,0,0.0
740,2226,Treyvaux,1483.0,3.0576789437,130.0877192982,7,4.720161834120027,1,0.6743088334457181
741,2228,Villars-sur-Glâne,12228.0,7.2913924717,2231.3868613139,16,1.3084723585214262,6,0.49067713444553485
742,2230,Villarsel-sur-Marly,72.0,-17.2413793103,51.7985611511,1,13.88888888888889,1,13.88888888888889
743,2233,Hauterive (FR),2531.0,16.2075298439,211.4452798663,0,0.0,0,0.0
744,2234,La Brillaz,2052.0,17.5257731959,199.0300678952,0,0.0,0,0.0
745,2235,La Sonnaz,1173.0,15.9090909091,168.5344827586,0,0.0,0,0.0
746,2236,Gibloux,7606.0,18.0505975477,210.9262340544,0,0.0,0,0.0
747,2237,Prez,2246.0,26.2507026419,140.0249376559,1,0.4452359750667854,0,0.0
748,2238,Bois-d'Amont,2273.0,18.6945169713,185.0977198697,2,0.8798944126704795,0,0.0
749,2250,Courgevaux,1428.0,10.9557109557,422.4852071006,1,0.7002801120448179,0,0.0
750,2254,Courtepin,5468.0,15.431707832,249.9085923218,10,1.8288222384784198,1,0.182882223847842
751,2257,Cressier (FR),1003.0,21.8712029162,240.5275779377,0,0.0,0,0.0
752,2258,Fräschels,454.0,-5.8091286307,145.9807073955,0,0.0,0,0.0
753,2259,Galmiz,727.0,19.5723684211,80.4203539823,1,1.375515818431912,0,0.0
754,2260,Gempenach,313.0,9.4405594406,187.4251497006,2,6.389776357827476,0,0.0
755,2261,Greng,173.0,1.7647058824,180.2083333333,0,0.0,0,0.0
756,2262,Gurmels,4404.0,14.182006741,253.9792387543,1,0.22706630336058128,0,0.0
757,2265,Kerzers,5029.0,9.3736407134,409.5276872964,28,5.567707297673493,2,0.39769337840524954
758,2266,Kleinbösingen,702.0,20.618556701,232.4503311258,0,0.0,0,0.0
759,2271,Meyriez,573.0,-4.5,1685.2941176471,1,1.7452006980802792,0,0.0
760,2272,Misery-Courtion,2116.0,41.6331994645,185.9402460457,0,0.0,0,0.0
761,2274,Muntelier,954.0,2.8017241379,867.2727272727,2,2.0964360587002098,0,0.0
762,2275,Murten,8259.0,7.2597402597,334.3724696356,36,4.358881220486742,7,0.8475602373168665
763,2276,Ried bei Kerzers,1160.0,15.1936444886,153.642384106,12,10.344827586206897,0,0.0
764,2278,Ulmiz,449.0,6.9047619048,158.0985915493,3,6.6815144766147,0,0.0
765,2284,Mont-Vully,4015.0,20.4981992797,229.2975442604,1,0.24906600249066002,1,0.24906600249066002
766,2292,Brünisried,653.0,2.03125,200.9230769231,0,0.0,0,0.0
767,2293,Düdingen,8181.0,11.6860068259,265.9622886866,10,1.222344456667889,5,0.6111722283339445
768,2294,Giffers,1638.0,15.3521126761,313.7931034483,2,1.221001221001221,1,0.6105006105006106
769,2295,Bösingen,3409.0,3.7431527693,237.8925331472,8,2.3467292461132296,0,0.0
770,2296,Heitenried,1402.0,8.6821705426,153.5596933187,3,2.1398002853067046,0,0.0
771,2299,Plaffeien,3621.0,4.4117647059,54.4265744777,7,1.9331676332504832,2,0.5523336095001381
772,2300,Plasselb,1013.0,0.0,55.781938326,1,0.9871668311944719,0,0.0
773,2301,Rechthalten,1108.0,2.1198156682,151.5731874145,2,1.8050541516245486,0,0.0
774,2303,St. Silvester,971.0,5.3145336226,137.9261363636,1,1.0298661174047374,0,0.0
775,2304,St. Ursen,1345.0,7.513988809,85.5597964377,2,1.486988847583643,0,0.0
776,2305,Schmitten (FR),4037.0,6.2088923967,299.037037037,0,0.0,0,0.0
777,2306,Tafers,7639.0,13.9299030574,184.7400241838,6,0.7854431208273335,1,0.13090718680455557
778,2307,Tentlingen,1338.0,9.8522167488,370.6371191136,2,1.4947683109118086,0,0.0
779,2308,Ueberstorf,2379.0,0.5069708492,147.6722532588,3,1.2610340479192939,0,0.0
780,2309,Wünnewil-Flamatt,5569.0,4.6411123638,419.6684250188,15,2.6934817741066617,5,0.897827258035554
781,2321,Attalens,3562.0,22.4475764868,365.7084188912,5,1.403705783267827,0,0.0
782,2323,Bossonnens,1512.0,11.3402061856,366.9902912621,2,1.3227513227513228,0,0.0
783,2325,Châtel-Saint-Denis,7216.0,25.999650777,150.5528896307,21,2.91019955654102,3,0.4157427937915743
784,2328,Granges (Veveyse),864.0,5.6234718826,193.7219730942,3,3.4722222222222223,0,0.0
785,2333,Remaufens,1152.0,27.7161862528,194.923857868,1,0.8680555555555556,0,0.0
786,2335,Saint-Martin (FR),1028.0,9.2454835282,105.1124744376,0,0.0,0,0.0
787,2336,Semsales,1435.0,19.285120532,48.8760217984,4,2.7874564459930316,0,0.0
788,2337,Le Flon,1201.0,16.8287937743,125.4963427377,0,0.0,0,0.0
789,2338,La Verrerie,1254.0,15.4696132597,93.3730454207,0,0.0,0,0.0
790,2401,Egerkingen,3793.0,20.950255102,545.7553956835,17,4.4819404165568155,6,1.5818613234906407
791,2402,Härkingen,1638.0,22.972972973,297.277676951,2,1.221001221001221,0,0.0
792,2403,Kestenholz,1829.0,10.1143889223,212.9220023283,2,1.0934937124111537,0,0.0
793,2404,Neuendorf,2246.0,18.397469689,314.5658263305,15,6.678539626001781,0,0.0
794,2405,Niederbuchsiten,1246.0,29.9270072993,226.9581056466,2,1.6051364365971108,0,0.0
795,2406,Oberbuchsiten,2282.0,19.7271773347,243.0244941427,1,0.43821209465381245,0,0.0
796,2407,Oensingen,6264.0,19.7934595525,517.6859504132,10,1.5964240102171137,4,0.6385696040868455
797,2408,Wolfwil,2307.0,14.4913151365,335.3197674419,2,0.8669267446900737,0,0.0
798,2421,Aedermannsdorf,579.0,3.024911032,44.8142414861,2,3.454231433506045,0,0.0
799,2422,Balsthal,6239.0,8.0907830908,397.1355824316,8,1.2822567719185767,3,0.4808462894694663
800,2424,Herbetswil,565.0,4.4362292052,34.6625766871,0,0.0,0,0.0
801,2425,Holderbank (SO),692.0,10.0158982512,89.2903225806,0,0.0,0,0.0
802,2426,Laupersdorf,1808.0,7.2997032641,116.6451612903,1,0.5530973451327433,0,0.0
803,2427,Matzendorf,1340.0,3.8759689922,118.8997338066,6,4.477611940298507,1,0.746268656716418
804,2428,Mümliswil-Ramiswil,2404.0,-4.3374452845,67.7564825254,3,1.2479201331114809,1,0.415973377703827
805,2430,Welschenrohr-Gänsbrunnen,1158.0,-5.3921568627,47.3426001635,0,0.0,0,0.0
806,2445,Biezwil,327.0,0.3067484663,78.7951807229,0,0.0,0,0.0
807,2455,Lüterkofen-Ichertswil,829.0,13.5616438356,187.1331828442,0,0.0,0,0.0
808,2456,Lüterswil-Gächliwil,320.0,-5.325443787,104.5751633987,1,3.125,0,0.0
809,2457,Messen,1476.0,4.7551454933,124.1379310345,1,0.6775067750677507,0,0.0
810,2461,Schnottwil,1140.0,11.328125,158.9958158996,2,1.7543859649122806,0,0.0
811,2463,Unterramsern,218.0,1.8691588785,137.9746835443,0,0.0,0,0.0
812,2464,Lüsslingen-Nennigkofen,1084.0,8.9447236181,138.7964148528,1,0.922509225092251,0,0.0
813,2465,Buchegg,2560.0,2.1140805744,113.3244798583,1,0.390625,0,0.0
814,2471,Bättwil,1166.0,-3.3167495854,698.2035928144,2,1.7152658662092624,1,0.8576329331046312
815,2472,Büren (SO),1059.0,11.8268215417,169.9839486356,0,0.0,0,0.0
816,2473,Dornach,6849.0,10.4499274311,1182.9015544041,7,1.0220470141626514,4,0.5840268652358008
817,2474,Gempen,901.0,8.2932692308,150.4173622705,6,6.659267480577136,0,0.0
818,2475,Hochwald,1290.0,4.2845594179,154.4910179641,2,1.550387596899225,0,0.0
819,2476,Hofstetten-Flüh,3209.0,5.69828722,426.7287234043,3,0.9348706762231225,0,0.0
820,2477,Metzerlen-Mariastein,925.0,2.3230088496,109.0801886792,4,4.324324324324325,0,0.0
821,2478,Nuglar-St. Pantaleon,1488.0,1.5006821282,234.7003154574,6,4.032258064516129,0,0.0
822,2479,Rodersdorf,1336.0,2.3754789272,249.7196261682,3,2.245508982035928,0,0.0
823,2480,Seewen,1003.0,0.4004004004,61.4960147149,15,14.955134596211366,3,2.991026919242273
824,2481,Witterswil,1452.0,4.9132947977,543.8202247191,1,0.6887052341597796,0,0.0
825,2491,Hauenstein-Ifenthal,308.0,-1.5974440895,57.5700934579,1,3.2467532467532467,0,0.0
