,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,name,shop,geometry,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,alt_name,opening_hours,contact:phone,operator,phone,nodes,building,building:levels,roof:levels,roof:shape,branch,level,organic,payment:cash,payment:maestro,toilets:wheelchair,website,amenity,entrance,access,capacity:disabled,fee,lit,parking,surface,start_date,source,smoking,capacity,landuse,bus,highway,public_transport,name:it,addr:suburb,addr:housename,toilets,toilets:access,check_date:opening_hours,wheelchair:description,opening_hours:covid19,payment:twint,internet_access,addr:place,payment:coins,payment:contactless,payment:credit_cards,payment:debit_cards,payment:notes,payment:telephone_cards,kids_area,building:material,roof:colour,payment:postfinance_card,name:de,ele,source:opening_hours,takeaway,check_date,diet:halal,diet:kosher,post_box:location,network,uic_name,uic_ref,indoor,layer,internet_access:fee,description,emergency,emergency:phone,fixme,delivery:covid19,room,maxheight,building:part,payment:mastercard,payment:visa,departures_board,access:covid19,changing_table,contact:website,dog,building:roof
154,node/1608543461,1608543461,node,Migros,Q680727,en:Migros,Migros,supermarket,POINT (8.5249665 47.3112966),migros_bank;postfinance_card,no,no,checkout,,Adliswil,,10,8134,Albisstrasse,Migros Adliswil (MM),Mo-Sa 08:00-20:00; PH off,,Genossenschaft Migros Zürich,,,,,,,Adliswil,1,,,,,https://filialen.migros.ch/de/migros-supermarkt-adliswil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,node/1702309790,1702309790,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.5084445 47.3702412),,,,,yes,Zürich,CH,320,8055,Birmensdorferstrasse,Migros Wiedikon (MM),Mo-Sa 08:00-20:00; PH off,,Genossenschaft Migros Zürich,,,,,,,Zürich Wiedikon M-Märt,-1,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wiedikon-m-maert,,,,,,,,,,,,,,,,,,,Wiediker Markt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,node/1841821791,1841821791,node,Migros,Q680727,en:Migros,Migros,supermarket,POINT (8.3046528 47.0313468),,,,,yes,Luzern,,46,6005,Zihlmattweg,Migros Allmend,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,Genossenschaft Migros Luzern,+41 41 414 48 40,,,,,,Luzern Allmend,0,,,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-allmend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,node/2077989547,2077989547,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.3420052 47.2721282),,,,,yes,Muri AG,,8,5630,Kirchfeldstrasse,Migros Muri AG (MM),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-18:00; PH off",,Genossenschaft Migros Aare,,,,,,,Muri AG,,,,,,https://filialen.migros.ch/de/migros-supermarkt-muri-ag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,node/2078966782,2078966782,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.1128659 47.0882122),migros_bank;postfinance_card,no,no,checkout,yes,Ruswil,,79,6017,Rüediswilerstrasse,Migros Ruswil,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Ruswil,0,,,,,https://filialen.migros.ch/de/migros-supermarkt-ruswil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,node/2090983741,2090983741,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.5151339 47.16526),migros_bank;postfinance_card,no,no,checkout,yes,Zug,,5,6300,Grabenstrasse,Migros Grabenstrasse,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Zug Grabenstrasse,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zug-grabenstrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,node/2228946682,2228946682,node,Migros,Q680727,en:Migros,Migros,supermarket,POINT (8.5488069 47.3003679),migros_bank;postfinance_card,no,no,checkout,,Rüschlikon,,4,8803,Zürcherstrasse,Migros Parkside,Mo-Sa 08:00-20:00; PH off,,Genossenschaft Migros Zürich,,,,,,,Rüschlikon Parkside,,,,,,https://filialen.migros.ch/de/migros-supermarkt-rueschlikon-parkside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,node/2533251313,2533251313,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.1995094 47.1169875),migros_bank;postfinance_card,no,no,checkout,yes,Sempach Station,,11,6203,Mettenwilstrasse,Migros Sempach Station,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Sempach Station,,,,,,https://filialen.migros.ch/de/migros-supermarkt-sempach-station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,node/2866812512,2866812512,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.5509558 47.0508444),migros_bank;postfinance_card,no,no,checkout,,Goldau,,25,6410,Parkstrasse,Migros Goldau,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Goldau,,,,,,https://filialen.migros.ch/de/migros-supermarkt-goldau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,node/3721143528,3721143528,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.5190003 47.3359942),,,,,yes,Zürich,CH,23,8041,Leimbachstrasse,Migros Leimbach Sihlbogen,Mo-Sa 07:30-20:00; PH off,,Genossenschaft Migros Zürich,,,,,,,Zürich Leimbach-Sihlbogen,0,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-leimbach-sihlbogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,node/3814073375,3814073375,node,,,,Migros,,POINT (8.564963 47.294172),,,,,,,,,,,,,,Migros,,,,,,,,,,,,,,parking,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,
165,node/3847638104,3847638104,node,Migros,Q680727,en:Migros,Migros,supermarket,POINT (8.5248613 47.1955485),migros_bank;postfinance_card,no,no,checkout,yes,Baar,,5,6340,Bahnhofstrasse,Migros Baar,"Mo-Th 07:30-19:00, Fr 07:30-21:00, Sa 07:30-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Baar,,,,,,https://filialen.migros.ch/de/migros-supermarkt-baar,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,
166,node/3902835036,3902835036,node,Migros,Q680727,en:Migros,Migros,supermarket,POINT (8.2826546 47.0337643),,,,,yes,Kriens,,30,6010,Luzernerstrasse,Migros Kriens (MM),"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Kriens Hofmatt,,,,,,https://filialen.migros.ch/de/migros-supermarkt-kriens-hofmatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,node/4062279173,4062279173,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.2497249 47.1269137),migros_bank;postfinance_card,,,,,,,,,,Migros Rain,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Rain,,,yes,,,https://filialen.migros.ch/de/migros-supermarkt-rain,,,,,,,,,,,,,,,,,,,,,,,,same,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,node/4366602090,4366602090,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.2520035 47.2221009),migros_bank;postfinance_card,no,no,checkout,,Hitzkirch,,2,6285,Richensee,Migros Hitzkirch,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Hitzkirch,,,,,,https://filialen.migros.ch/de/migros-supermarkt-hitzkirch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,node/4424654362,4424654362,node,Migros,Q680727,en:Migros,Migros,supermarket,POINT (8.5404169 47.3782902),,,,,yes,Zürich,CH,,8001,,Migros Hauptbahnhof,"Mo-Fr 06:30-22:00; PH,Sa-Su 08:00-22:00",,Genossenschaft Migros Zürich,,,,,,,Zürich HB,-2,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hauptbahnhof,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hauptbahnhof, Halle Landesmuseum",,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
170,node/4424939155,4424939155,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.5394102 47.3770315),,,,,yes,Zürich,CH,,8001,,Migros ShopVilleMärt,"Mo-Fr 06:30-20:00; PH,Sa-Su 08:00-20:00",,Genossenschaft Migros Zürich,,,,,,,Zürich ShopVilleMärt,-1,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-shopvillemaert,,,,,,,,,,,,,,,,,,,,,,,,,,,ShopVille,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
171,node/4827130190,4827130190,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.485718 47.3752033),,,,,yes,Zürich,CH,363,8047,Albisriederstrasse,Migros Pünt Albisrieden,Mo-Sa 08:00-20:00; PH off,,Genossenschaft Migros Zürich,,,,,,,Zürich Albisrieden-Pünt,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-puent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,node/4931591722,4931591722,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.3077943 47.0612692),migros_bank;postfinance_card,no,no,checkout,,Luzern,,6,6004,Friedentalstrasse,Migros Schlossberg,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Luzern Schlossberg,,,,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-schlossberg,,,,,,,,,,,,,,,,,,,,,,2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,node/5231189090,5231189090,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.0820252 47.372948),migros_bank;postfinance_card,no,no,checkout,yes,Suhr,,52,5034,Bernstrasse Ost,Migros Suhr,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off,,Genossenschaft Migros Aare,,,,,,,Suhr Suhrepark,,,,,,https://filialen.migros.ch/de/migros-supermarkt-suhr-suhrepark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,node/5580617894,5580617894,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.4848331 47.1971269),migros_bank;postfinance_card,no,no,checkout,,Steinhausen,,2,6312,Bahnhofstrasse,Migros Steinhausen,Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 07:30-17:00; PH off,,Genossenschaft Migros Luzern,,,,,,,Steinhausen Dorf,,,,,,https://filialen.migros.ch/de/migros-supermarkt-steinhausen-dorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,node/5602979356,5602979356,node,Migros,Q680727,en:Migros,Migros,supermarket,POINT (8.3435784 47.0550399),postfinance_card,no,no,checkout,,,,,,Würzenbachstrasse,,Mo-Th 10:00-18:30; Fr 10:00-20:00; Sa 10:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,node/5791885768,5791885768,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.5819748 47.3184585),migros_bank;postfinance_card,no,no,checkout,,Küsnacht,,149,8700,Zürichstrasse,Migros Küsnacht ZH,Mo-Sa 07:30-20:00; PH off,,Genossenschaft Migros Zürich,+41 44 914 20 80,,,,,,Küsnacht ZH,,,,,,https://filialen.migros.ch/de/migros-supermarkt-kuesnacht-zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,node/6088196574,6088196574,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.262399 47.0490532),,,,,,Luzern,,143,6014,Luzernerstrasse,Migros Littau Grossmatte,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Littau Grossmatte,,,,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-grossmatte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,node/6444727818,6444727818,node,Migros,Q680727,en:Migros,Migros,supermarket,POINT (8.5903618 47.3071178),migros_bank;postfinance_card,no,no,checkout,,Erlenbach,,42,8703,Bahnhofstrasse,Migros Erlenbach,Mo-Sa 08:00-20:00; PH off,,Genossenschaft Migros Zürich,,,,,,,Erlenbach,1,,,,,https://filialen.migros.ch/de/migros-supermarkt-erlenbach-erlibacher-maert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,node/6445018241,6445018241,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.4630252 47.368409),migros_bank;postfinance_card,no,no,checkout,yes,Uitikon Waldegg,,8,8142,Zürcherstrasse,Migros Uitikon Waldegg,Mo-Sa 08:00-20:00; PH off,,Genossenschaft Migros Zürich,,,,,,,Uitikon Waldegg,-1,,,,,https://filialen.migros.ch/de/migros-supermarkt-uitikon-waldegg-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,node/6551162306,6551162306,node,Migros,Q680727,en:Migros,Migros,supermarket,POINT (8.5359062 47.3783949),migros_bank;postfinance_card,no,no,checkout,yes,Zürich,CH,,8001,,Migros HB Sihlquai,"Mo-Fr 06:30-22:00; PH,Sa-Su 08:00-22:00",,Genossenschaft Migros Zürich,,,,,,,Zürich HB Sihlquai,-1,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hb-sihlquai,,,,,,,,,2018-09-27,,,,,,,,,,,,,,,,,,"Hauptbahnhof, Passage Sihlquai",,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
181,node/7306625863,7306625863,node,,,,Migros,,POINT (8.2724091 47.3495349),,,,,,,,,,,,,,PAG,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-Welle,"Wohlen AG, Migros",8572621,,,,,,,,,,,,,,,,,,,
182,node/7390289540,7390289540,node,Migros,Q680727,en:Migros,Migros,supermarket,POINT (8.3575307 47.0936014),,,,,yes,Ebikon,,1,6030,Ebisquare-Strasse,Migros Ebikon Mall (MMM),"Mo-Th 09:00-19:00, Fr 09:00-21:00, Sa 08:00-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Ebikon Mall of Switzerland,,,,,,https://filialen.migros.ch/de/migros-supermarkt-ebikon-mall-of-switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,node/7390289541,7390289541,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.3410776 47.0813405),,,,,yes,Ebikon,,16,6030,Zentralstrasse,Migros Ebikon (MM),"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Ebikon Ladengasse,,,,,,https://filialen.migros.ch/de/migros-supermarkt-ebikon-ladengasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,node/7390289542,7390289542,node,Migros,Q680727,en:Migros,Migros,supermarket,POINT (8.505334 47.1779096),,,,,,Zug,,10,6300,Hertizentrum,Migros Herti,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Zug Herti,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zug-herti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,node/7637818880,7637818880,node,,,,Migros,,POINT (8.44121 47.0834866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kundendienst,defibrillator,144,,,,,,,,,,,,,
186,node/7714149411,7714149411,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.1802551 47.0374195),,,,,,Malters,,7,6102,Weihermatte,Migros Malters,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off",,Genossenschaft Migros Luzern,,,,,,,Malters,,,,,,https://filialen.migros.ch/de/migros-supermarkt-malters-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genaue Lage?,,,,,,,,,,,,
187,node/7744517904,7744517904,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.1612756 47.347822),migros_bank;postfinance_card,no,no,checkout,,Seon,,21,5703,Unterdorfstrasse,Migros Seon,Mo-Fr 08:00-19:00; Th 08:00-20:00; Sa 07:30-18:00; PH off,,Genossenschaft Migros Aare,,,,,,,Seon,,,,,,https://filialen.migros.ch/de/migros-supermarkt-seon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,node/7744520184,7744520184,node,Migros,Q680727,de:Migros,Migros,supermarket,POINT (8.0980307 47.3600635),,,,,,Gränichen,,2,5722,Lindenplatz,Migros Gränichen,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",,Genossenschaft Migros Aare,,,,,,,Gränichen,,,,,,https://filialen.migros.ch/de/migros-supermarkt-graenichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,node/10212561008,10212561008,node,Migros,Q680727,,Migros,supermarket,POINT (8.4272073 47.1751463),,,,,,,,5,6331,Maihölzli,Migros Hünenberg Dorf,Mo-Fr 07:30-19:00; Sa 07:30-17:00; PH off,,,+41 41 725 32 50,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-huenenberg-dorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,way/42855908,42855908,way,Migros,Q680727,de:Migros,Migros,supermarket,"POLYGON ((8.4364425 47.3542825, 8.4366566 47.354361, 8.4366641 47.3543517, 8.4367196 47.3543721, 8.4367154 47.3543773, 8.436748 47.3543893, 8.4367447 47.3543934, 8.4368504 47.3544322, 8.4369519 47.3543052, 8.4369282 47.3542965, 8.436959 47.3542579, 8.4365749 47.3541169, 8.4364425 47.3542825))",migros_bank;postfinance_card,no,no,checkout,yes,Birmensdorf (ZH),CH,15,8903,Zürcherstrasse,Migros Birmensdorf,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",,Genossenschaft Migros Zürich,,"[536387995, 7621750439, 7621750438, 7621750435, 7621750436, 7621750437, 7621750440, 536387998, 536387997, 7621750441, 537524452, 536387996, 536387995]",apartments,5,,,Birmensdorf ZH,,,,,,https://filialen.migros.ch/de/migros-supermarkt-birmensdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,way/50212140,50212140,way,Migros,Q680727,en:Migros,Migros,supermarket,"POLYGON ((8.5760675 47.3380063, 8.5763338 47.3378394, 8.5761429 47.3376995, 8.5760892 47.3377332, 8.5759676 47.3376442, 8.5759042 47.3376839, 8.5758939 47.3376764, 8.575864 47.3376951, 8.5758933 47.3377165, 8.5758002 47.3377749, 8.5757709 47.3377535, 8.5757447 47.3377699, 8.5760675 47.3380063))",,,,,yes,Zollikon,CH,100,8702,Rotfluhstrasse,Migros Zollikon,Mo-Sa 08:00-20:00; PH off,,Genossenschaft Migros Zürich,,"[638293476, 638293478, 638293477, 638294405, 638293475, 5848018193, 638294403, 1499946871, 1499946870, 1499946869, 1499946872, 638293474, 638293476]",yes,,,,Zollikon Dorf,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zollikon-dorf,,,,,,,,,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,way/87220776,87220776,way,Migros,Q680727,de:Migros,Migros,supermarket,"POLYGON ((8.3096603 47.0544041, 8.3100758 47.0545668, 8.3097429 47.0549515, 8.3095612 47.054851, 8.3093527 47.0547357, 8.3096603 47.0544041))",migros_bank;postfinance_card,no,no,checkout,yes,Luzern,,9,6004,Hertensteinstrasse,Migros Schweizerhof (MM),Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-17:00; PH off,,Genossenschaft Migros Luzern,,"[1014207331, 1014205180, 1014206139, 1553431911, 1014205856, 1014207331]",commercial,,,,Luzern Schweizerhof,,,,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-schweizerhof,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,way/164483435,164483435,way,Migros,Q680727,de:Migros,Migros,supermarket,"POLYGON ((8.3657174 47.3631269, 8.3663556 47.3633105, 8.3662271 47.3635155, 8.366214 47.3635118, 8.3660908 47.3634746, 8.3660021 47.3636094, 8.366013 47.3636292, 8.3660068 47.3636387, 8.3659646 47.3637027, 8.3659167 47.3636882, 8.3658518 47.3637866, 8.3654478 47.3636643, 8.3654 47.3636333, 8.3657174 47.3631269))",migros_bank;postfinance_card,no,no,checkout,yes,Berikon,,13,8965,Bellikerstrasse,Migros Mutschellen,Mo-We 08:00-19:00;Th-Fr 08:00-20:00;Sa 08:00-18:00;PH closed,,Genossenschaft Migros Aare,,"[1761217021, 1761217015, 5081205609, 5081205611, 3027502489, 3027502491, 1761217033, 3027502492, 1761217037, 1761217036, 1761217038, 1761217035, 1716150521, 1761217021]",yes,,,,Berikon Mutschellen,0,,,,,https://filialen.migros.ch/de/migros-supermarkt-berikon-mutschellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,way/207792546,207792546,way,Migros,Q680727,de:Migros,Migros,supermarket,"POLYGON ((8.1815687 47.2574426, 8.1811487 47.258045, 8.1815483 47.2581733, 8.1816835 47.2582167, 8.1817302 47.2581449, 8.1818726 47.2581376, 8.1820119 47.257933, 8.1818956 47.2577273, 8.1819091 47.2577068, 8.181816 47.2575247, 8.1817783 47.2575121, 8.1818021 47.2574724, 8.1816842 47.257435, 8.1817513 47.2573395, 8.181682 47.2573182, 8.1815911 47.2574497, 8.1815687 47.2574426))",,,,,yes,Reinach AG,CH,6,5734,Sandgasse,Migros Reinach AG (MM),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off",,Genossenschaft Migros Aare,,"[2180417626, 2180417675, 8206966249, 2180417678, 2180417677, 2180417676, 2180417674, 2180417669, 2180417667, 2180417645, 2180417641, 2180417634, 2180417623, 2180417596, 2180417595, 2180417629, 2180417626]",commercial,,,,Reinach AG,,,,,,https://filialen.migros.ch/de/migros-supermarkt-reinach-ag,,,,,,,,,,AGIS OF2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,way/210282424,210282424,way,Migros,Q680727,de:Migros,Migros,supermarket,"POLYGON ((8.1864445 47.2413837, 8.1864445 47.2414667, 8.1864074 47.2414508, 8.1863659 47.2414791, 8.186291 47.2415745, 8.1863054 47.2415794, 8.1862242 47.2416658, 8.1866322 47.2418477, 8.1867284 47.2417328, 8.1868033 47.2416374, 8.1868924 47.2415264, 8.1865234 47.2413939, 8.1865234 47.2413818, 8.1864445 47.2413837))",,,,,,Menziken,CH,8,5737,Sagiweg,Migros Menziken,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",,Genossenschaft Migros Aare,,"[2203703761, 2203703778, 2203703769, 2203703787, 5212877974, 2203703826, 2203703848, 2203703883, 5212877975, 5212877976, 2203703794, 2203703765, 2203703759, 2203703761]",yes,,,,Menziken,,,,,,https://filialen.migros.ch/de/migros-supermarkt-menziken,,,,,,,,,,AGIS OF2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,way/379342427,379342427,way,Migros,Q680727,de:Migros,Migros,supermarket,"POLYGON ((8.3091514 47.0507673, 8.3091402 47.0508571, 8.309313 47.0508664, 8.309421 47.0508711, 8.3094303 47.0507397, 8.3092337 47.0506583, 8.3091514 47.0507673))",migros_bank;postfinance_card,no,no,checkout,,Luzern,,,6003,,Migros Luzern Bahnhof,"Mo-Sa 06:00-22:00, Su 07:00-22:00",,Genossenschaft Migros Luzern,,"[3810146561, 3826363461, 3826363460, 3826408898, 3826408897, 3826408894, 3810146561]",,,,,Luzern Bahnhof,-1,,,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-bahnhof,,,,,,,,,,,,,,,,,,,,,,2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
